title,property_type,bedrooms,bathrooms,monthly_rent,available_from,is_available,address
"Bright 2 Bed Apartment in Mehalmudhi, Kalikot",apartment,2,1,13411,7/4/2025,FALSE,"Mehalmudhi, Kalikot"
"Elegant 3 Bed Apartment in Khalanga 1, Rukum",apartment,3,2,14413,7/31/2025,TRUE,"Khalanga 1, Rukum"
"Bright 2 Bed Apartment in Gadhariya, Dumariya, Sarlahi",apartment,2,2,11391,8/30/2025,TRUE,"Gadhariya, Dumariya, Sarlahi"
"Spacious 3 Bed Apartment in Barhathawa, Sarlahi",apartment,3,1,10594,6/30/2025,TRUE,"Barhathawa, Sarlahi"
"Modern Room in Nepalgunj upmahanagarpalika 10, , Banke",room,1,1,5645,7/9/2025,FALSE,"Nepalgunj upmahanagarpalika 10, , Banke"
"Elegant 2 Bed House in Beshishahar-2, Lamjung",house,2,1,16179,8/29/2025,TRUE,"Beshishahar-2, Lamjung"
"Spacious 2 Bed Apartment in Birendra Nagar 6, Surkhet",apartment,2,1,12218,8/21/2025,TRUE,"Birendra Nagar 6, Surkhet"
"Modern Room in Butwal, Rupandehi",room,1,1,7281,8/28/2025,FALSE,"Butwal, Rupandehi"
"Elegant 2 Bed House in Bp Koirala Hospital Marg, Dharan",house,2,2,22737,8/1/2025,FALSE,"Bp Koirala Hospital Marg, Dharan"
"Charming Room in Simpani, Khotang",room,1,1,9394,9/7/2025,FALSE,"Simpani, Khotang"
"Cozy Room in Tinthana VDC-5, Kathmandu",room,1,1,7485,8/3/2025,FALSE,"Tinthana VDC-5, Kathmandu"
"Bright 3 Bed Apartment in Surunga, Jhapa",apartment,3,3,11727,8/4/2025,TRUE,"Surunga, Jhapa"
"Spacious Room in Thawang, Rolpa",room,1,1,9707,9/4/2025,TRUE,"Thawang, Rolpa"
"Bright 3 Bed House in Inaruwa, Sunsari",house,3,1,18104,8/9/2025,TRUE,"Inaruwa, Sunsari"
"Elegant 3 Bed House in Pepsicola, Kathmandu",house,3,1,17750,9/21/2025,TRUE,"Pepsicola, Kathmandu"
"Bright 2 Bed Apartment in Gyanmarg, Nadipur, Pokhara-3, Kaski",apartment,2,1,13214,7/1/2025,FALSE,"Gyanmarg, Nadipur, Pokhara-3, Kaski"
"Charming 4 Bed House in Hat, Baitadi",house,4,3,19462,8/10/2025,FALSE,"Hat, Baitadi"
"Bright Room in Bharatpur, Chitwan",room,1,1,9638,8/24/2025,FALSE,"Bharatpur, Chitwan"
"Modern 3 Bed Apartment in Basamadhi-2, bastipur, Makawanpur",apartment,3,3,13076,8/24/2025,FALSE,"Basamadhi-2, bastipur, Makawanpur"
"Bright 3 Bed Apartment in Bamti bhandar-4, Ramechhap",apartment,3,3,14291,8/24/2025,FALSE,"Bamti bhandar-4, Ramechhap"
"Modern 2 Bed Apartment in Tokha Naparpalika -7, Tilingatar, Kathmandu",apartment,2,2,13674,8/27/2025,FALSE,"Tokha Naparpalika -7, Tilingatar, Kathmandu"
"Charming 3 Bed House in Shanghutar-1, Ramechhap",house,3,3,24110,7/21/2025,FALSE,"Shanghutar-1, Ramechhap"
"Spacious Room in Mahendranagar -18, Kanchanpur",room,1,1,9867,9/10/2025,FALSE,"Mahendranagar -18, Kanchanpur"
"Bright Room in Baliya, Kailali",room,1,1,9581,7/27/2025,TRUE,"Baliya, Kailali"
"Bright 4 Bed House in Bhimeshowr-2, Khurkot, Sindhuli",house,4,1,24330,7/17/2025,TRUE,"Bhimeshowr-2, Khurkot, Sindhuli"
"Bright Room in Naya Bazar, Out of Ringroad, Kathmandu",room,1,1,5051,7/22/2025,FALSE,"Naya Bazar, Out of Ringroad, Kathmandu"
"Cozy 3 Bed Apartment in Bagbazar, Kathmandu",apartment,3,2,10892,8/14/2025,FALSE,"Bagbazar, Kathmandu"
"Elegant 2 Bed Apartment in Mahendarnagar, Dhanusha",apartment,2,1,10270,8/8/2025,FALSE,"Mahendarnagar, Dhanusha"
"Modern 2 Bed Apartment in Birtamod, Jhapa",apartment,2,3,14433,9/13/2025,TRUE,"Birtamod, Jhapa"
"Bright 2 Bed Apartment in Belaspur, Nepalgunj",apartment,2,1,13504,8/19/2025,FALSE,"Belaspur, Nepalgunj"
"Elegant Room in Kharipati, Bhaktapur",room,1,1,5736,9/8/2025,FALSE,"Kharipati, Bhaktapur"
"Modern 3 Bed House in Phatepur-2, Saptari",house,3,1,17204,8/5/2025,FALSE,"Phatepur-2, Saptari"
"Charming 3 Bed Apartment in Bhulbhutar 5, Kavrepalanchowk",apartment,3,1,10733,9/4/2025,FALSE,"Bhulbhutar 5, Kavrepalanchowk"
"Charming 3 Bed Apartment in Bhaktapur N.P.-11, Bhelukhe, Bhaktapur",apartment,3,2,11115,7/1/2025,FALSE,"Bhaktapur N.P.-11, Bhelukhe, Bhaktapur"
"Elegant 3 Bed House in Tokha Naparpalika -7, Tilingatar, Kathmandu",house,3,2,24550,9/22/2025,FALSE,"Tokha Naparpalika -7, Tilingatar, Kathmandu"
"Charming 2 Bed Apartment in Tokha, Kathmandu",apartment,2,1,11533,7/14/2025,FALSE,"Tokha, Kathmandu"
"Bright 3 Bed Apartment in Hamarjug 7, Sukrabare, Tehrathum",apartment,3,1,14982,9/3/2025,FALSE,"Hamarjug 7, Sukrabare, Tehrathum"
"Cozy 4 Bed House in Gajari, Baitadi",house,4,4,23946,9/14/2025,FALSE,"Gajari, Baitadi"
"Cozy 2 Bed Apartment in Mareng-3, Arghakhachi",apartment,2,2,11455,7/27/2025,TRUE,"Mareng-3, Arghakhachi"
"Charming 3 Bed Apartment in Birendra Nagar 11, Surkhet",apartment,3,3,14037,9/23/2025,FALSE,"Birendra Nagar 11, Surkhet"
"Elegant 4 Bed House in Kupondol, Lalitpur",house,4,3,20287,7/6/2025,FALSE,"Kupondol, Lalitpur"
"Charming 2 Bed House in Manara, Mahottari",house,2,2,24811,7/14/2025,TRUE,"Manara, Mahottari"
"Charming 2 Bed Apartment in Gaidakot 2, Nawalparashi",apartment,2,2,11548,8/31/2025,TRUE,"Gaidakot 2, Nawalparashi"
"Spacious 3 Bed Apartment in Syuchatar, Kathmansu",apartment,3,3,11442,7/16/2025,FALSE,"Syuchatar, Kathmansu"
"Bright Room in Madi, Sankhuwasava",room,1,1,7514,7/15/2025,TRUE,"Madi, Sankhuwasava"
"Spacious 3 Bed Apartment in Kamalpokhari, Kathmandu",apartment,3,2,12360,9/12/2025,TRUE,"Kamalpokhari, Kathmandu"
"Cozy Room in Liwali, Bhaktapur",room,1,1,7328,9/23/2025,FALSE,"Liwali, Bhaktapur"
"Cozy 3 Bed Apartment in Devdaha, Rupandehi",apartment,3,1,14868,6/27/2025,TRUE,"Devdaha, Rupandehi"
"Bright 4 Bed House in Madan Pokhara, Palpa",house,4,1,23043,9/13/2025,FALSE,"Madan Pokhara, Palpa"
"Elegant 2 Bed Apartment in Aathbisakot, Rukum",apartment,2,1,12284,8/14/2025,FALSE,"Aathbisakot, Rukum"
"Cozy 3 Bed Apartment in Siphal, Kathmandu",apartment,3,1,13781,9/6/2025,FALSE,"Siphal, Kathmandu"
"Charming Room in Ram Nagar, Mirchiya, Siraha",room,1,1,7685,7/16/2025,FALSE,"Ram Nagar, Mirchiya, Siraha"
"Modern 3 Bed Apartment in Ratapani, Lui, Mugu",apartment,3,3,10781,9/22/2025,TRUE,"Ratapani, Lui, Mugu"
"Modern 3 Bed House in Kapan-1, Kathmandu",house,3,3,21290,9/14/2025,TRUE,"Kapan-1, Kathmandu"
"Charming 3 Bed Apartment in Pakhribas, Dhankuta",apartment,3,3,13144,8/10/2025,FALSE,"Pakhribas, Dhankuta"
"Charming Room in Kohalpur-3, Banke",room,1,1,5427,8/30/2025,TRUE,"Kohalpur-3, Banke"
"Elegant 3 Bed House in Dhulikhel, Kavrepalanchowk",house,3,3,17001,8/10/2025,TRUE,"Dhulikhel, Kavrepalanchowk"
"Charming 4 Bed House in Jorpati, Kathmandu",house,4,2,15166,9/24/2025,TRUE,"Jorpati, Kathmandu"
"Spacious Room in Bijgadha, Bajhang",room,1,1,7656,6/29/2025,FALSE,"Bijgadha, Bajhang"
"Elegant 4 Bed House in Gongabu, Kathmandu",house,4,1,22470,9/3/2025,FALSE,"Gongabu, Kathmandu"
"Elegant 4 Bed House in Baireni 8, Galchi, Dhading",house,4,2,15594,7/20/2025,TRUE,"Baireni 8, Galchi, Dhading"
"Spacious Room in Kalagaun 5, Achham",room,1,1,5678,6/27/2025,TRUE,"Kalagaun 5, Achham"
"Elegant 3 Bed Apartment in Naxal, Kathmandu",apartment,3,1,10692,9/18/2025,FALSE,"Naxal, Kathmandu"
"Charming 4 Bed House in Birtamod 7, Anarmani, Jhapa",house,4,1,21570,8/1/2025,FALSE,"Birtamod 7, Anarmani, Jhapa"
"Charming Room in Gwarko Chowk, Lalitpur",room,1,1,6005,8/1/2025,TRUE,"Gwarko Chowk, Lalitpur"
"Cozy 3 Bed Apartment in Mahendranagar, Kanchanpur",apartment,3,2,14539,9/23/2025,FALSE,"Mahendranagar, Kanchanpur"
"Modern 4 Bed House in Tarkeswor 10, Manmaiju, Kathmandu",house,4,4,24110,8/24/2025,TRUE,"Tarkeswor 10, Manmaiju, Kathmandu"
"Elegant 2 Bed House in Danchhi, Kathmandu",house,2,2,23901,8/12/2025,TRUE,"Danchhi, Kathmandu"
"Cozy 2 Bed House in Kankai Na.Pa 3, Jhapa",house,2,3,21227,9/10/2025,FALSE,"Kankai Na.Pa 3, Jhapa"
"Modern 3 Bed Apartment in Gokarneswor NP-15, Gokarn, Kathmandu",apartment,3,2,13186,7/24/2025,TRUE,"Gokarneswor NP-15, Gokarn, Kathmandu"
"Elegant Room in Saptari, Mahakali",room,1,1,9320,7/2/2025,FALSE,"Saptari, Mahakali"
"Charming 2 Bed House in Dibyanagar, Chitwan",house,2,3,21927,7/29/2025,FALSE,"Dibyanagar, Chitwan"
"Charming 2 Bed House in Khotang Bazar, Khotang",house,2,1,20500,9/13/2025,TRUE,"Khotang Bazar, Khotang"
"Bright 3 Bed House in Barhadashi Gaupalika 3, Jhapa",house,3,2,21220,8/17/2025,TRUE,"Barhadashi Gaupalika 3, Jhapa"
"Charming 4 Bed House in Paknajol, Kathmandu",house,4,1,15872,9/7/2025,FALSE,"Paknajol, Kathmandu"
"Spacious Room in Dullu 1, Dailekh",room,1,1,7446,8/15/2025,TRUE,"Dullu 1, Dailekh"
"Elegant 2 Bed Apartment in Urlabari, Morang",apartment,2,2,10123,9/12/2025,FALSE,"Urlabari, Morang"
"Cozy Room in Samakhusi, Town Planning, Kathmandu",room,1,1,8889,7/10/2025,TRUE,"Samakhusi, Town Planning, Kathmandu"
"Elegant 2 Bed Apartment in Charali, Duhagadhi 4, Jhapa",apartment,2,2,10689,9/22/2025,FALSE,"Charali, Duhagadhi 4, Jhapa"
"Bright Room in Chhinedanda, Pokhara-14, Kaski",room,1,1,5259,7/25/2025,FALSE,"Chhinedanda, Pokhara-14, Kaski"
"Cozy Room in Koteshwor, Kathmandu",room,1,1,9419,8/23/2025,FALSE,"Koteshwor, Kathmandu"
"Bright 3 Bed Apartment in Milkajung-7, Morang",apartment,3,2,14030,8/3/2025,FALSE,"Milkajung-7, Morang"
"Cozy 4 Bed House in Gaushala Bazar, Mahottari",house,4,4,23453,7/11/2025,FALSE,"Gaushala Bazar, Mahottari"
"Elegant Room in Lakhechaur Marg, New Baneshwor, Kathmandu",room,1,1,7745,7/8/2025,FALSE,"Lakhechaur Marg, New Baneshwor, Kathmandu"
"Charming 2 Bed Apartment in Bakhundol, Lalitpur",apartment,2,2,11753,8/10/2025,FALSE,"Bakhundol, Lalitpur"
"Spacious Room in Sharada Nagar, Chitwan",room,1,1,5565,9/19/2025,TRUE,"Sharada Nagar, Chitwan"
"Modern 2 Bed Apartment in Kathmandu MaNaPa 32, Tinkune, Kathmandu",apartment,2,1,12193,8/4/2025,FALSE,"Kathmandu MaNaPa 32, Tinkune, Kathmandu"
"Elegant Room in Naya Baneswor, Kathmandu",room,1,1,5896,7/12/2025,FALSE,"Naya Baneswor, Kathmandu"
"Bright 3 Bed House in Kalanki, Kathmandu",house,3,2,22011,8/3/2025,TRUE,"Kalanki, Kathmandu"
"Charming Room in Gangahiti, Chabahi, Kathmandu",room,1,1,5332,8/18/2025,FALSE,"Gangahiti, Chabahi, Kathmandu"
"Modern Room in Dhungepatan, Pokhara-30, Kaski",room,1,1,9273,7/31/2025,TRUE,"Dhungepatan, Pokhara-30, Kaski"
"Spacious 4 Bed House in Amargadhi, Dadeldhura",house,4,1,23041,9/19/2025,FALSE,"Amargadhi, Dadeldhura"
"Charming 2 Bed Apartment in Thhaib, Lalitpur",apartment,2,1,10642,7/5/2025,FALSE,"Thhaib, Lalitpur"
"Modern 4 Bed House in Balkumari-9, Lalitpur",house,4,2,18094,7/10/2025,TRUE,"Balkumari-9, Lalitpur"
"Spacious 3 Bed Apartment in Shankar Pokhari 1, Parbat",apartment,3,2,10368,7/14/2025,FALSE,"Shankar Pokhari 1, Parbat"
"Spacious Room in Ithari, Sunsari",room,1,1,9692,9/23/2025,TRUE,"Ithari, Sunsari"
"Modern Room in Jhalari, Kanchanpur",room,1,1,9199,7/27/2025,FALSE,"Jhalari, Kanchanpur"
"Charming 2 Bed Apartment in Kalikanagar, Butwal",apartment,2,3,12378,8/9/2025,FALSE,"Kalikanagar, Butwal"
"Spacious 2 Bed House in Tinpiple, Kathmandu",house,2,3,17696,7/21/2025,TRUE,"Tinpiple, Kathmandu"
"Elegant 2 Bed Apartment in Submetropolitan city-4, Sunsari",apartment,2,3,10307,8/3/2025,FALSE,"Submetropolitan city-4, Sunsari"
"Spacious Room in Suryapura 3, Rupandehi",room,1,1,9420,9/13/2025,FALSE,"Suryapura 3, Rupandehi"
"Elegant 2 Bed Apartment in Sahare, Surkhet",apartment,2,1,11660,9/18/2025,TRUE,"Sahare, Surkhet"
"Charming 2 Bed Apartment in Katari, Udayapur",apartment,2,1,10849,9/11/2025,TRUE,"Katari, Udayapur"
"Modern 3 Bed Apartment in NayaBazar, Kathmandu",apartment,3,2,14275,9/14/2025,TRUE,"NayaBazar, Kathmandu"
"Elegant Room in Subidhanagar, Baneswor, Kathmandu",room,1,1,6867,7/28/2025,TRUE,"Subidhanagar, Baneswor, Kathmandu"
"Charming 3 Bed House in Birtamod, Jhapa",house,3,1,19797,7/10/2025,FALSE,"Birtamod, Jhapa"
"Spacious 4 Bed House in Ramapur, Rupandehi",house,4,4,22924,8/6/2025,TRUE,"Ramapur, Rupandehi"
"Modern 4 Bed House in Rabi Bhawan, Kathmandu",house,4,1,24064,6/27/2025,TRUE,"Rabi Bhawan, Kathmandu"
"Bright 2 Bed Apartment in Khairahani, Chitwan",apartment,2,1,10560,9/15/2025,TRUE,"Khairahani, Chitwan"
"Spacious Room in Madhyapur, Thimi 3, Bhaktapur",room,1,1,7436,7/24/2025,FALSE,"Madhyapur, Thimi 3, Bhaktapur"
"Charming 2 Bed Apartment in Ranibas, Gulmi",apartment,2,1,13419,7/26/2025,FALSE,"Ranibas, Gulmi"
"Modern 2 Bed Apartment in Beltar 5, Udayapur",apartment,2,2,12767,7/2/2025,TRUE,"Beltar 5, Udayapur"
"Charming 2 Bed House in Hatpate 6, Sindhuli",house,2,3,21251,7/29/2025,TRUE,"Hatpate 6, Sindhuli"
"Elegant Room in Aithpur, Bhimdatta-6, Kanchanpur",room,1,1,7019,7/30/2025,TRUE,"Aithpur, Bhimdatta-6, Kanchanpur"
"Elegant 2 Bed Apartment in Rudrapur-8, Rupandehi",apartment,2,1,10419,8/1/2025,TRUE,"Rudrapur-8, Rupandehi"
"Charming 3 Bed House in Jhalari-7, Kanchanpur",house,3,2,15550,9/5/2025,FALSE,"Jhalari-7, Kanchanpur"
"Charming 2 Bed Apartment in Pathibhara, Taplejung",apartment,2,3,13279,7/14/2025,FALSE,"Pathibhara, Taplejung"
"Modern 2 Bed Apartment in Phidim, Panchthar",apartment,2,2,13449,9/5/2025,FALSE,"Phidim, Panchthar"
"Modern Room in Gharipatan, Pokhara",room,1,1,9691,8/31/2025,TRUE,"Gharipatan, Pokhara"
"Bright 3 Bed House in Krishnapur 2, Kanchanpur",house,3,3,19200,9/22/2025,FALSE,"Krishnapur 2, Kanchanpur"
"Cozy 3 Bed Apartment in Duhabi Nagarpalika-3, Sunsari",apartment,3,2,11499,9/22/2025,FALSE,"Duhabi Nagarpalika-3, Sunsari"
"Bright Room in Danabari-1, Ilam",room,1,1,6579,7/31/2025,TRUE,"Danabari-1, Ilam"
"Bright 3 Bed Apartment in Illam Nagar Palika-3, Ilam",apartment,3,2,12142,8/7/2025,FALSE,"Illam Nagar Palika-3, Ilam"
"Bright 2 Bed Apartment in KTM-13, Kalandi, Kathmandu",apartment,2,3,12165,7/9/2025,FALSE,"KTM-13, Kalandi, Kathmandu"
"Elegant 4 Bed House in Salleri, Solukhumbu",house,4,3,18056,9/17/2025,FALSE,"Salleri, Solukhumbu"
"Bright 2 Bed Apartment in Tharpu 2, Panchthar",apartment,2,2,11238,9/14/2025,TRUE,"Tharpu 2, Panchthar"
"Elegant Room in Kirtipur 12, Kathmandu",room,1,1,7348,9/4/2025,TRUE,"Kirtipur 12, Kathmandu"
"Elegant 2 Bed Apartment in Kamaladi Mode, Kathmandu",apartment,2,1,11913,7/31/2025,TRUE,"Kamaladi Mode, Kathmandu"
"Cozy 2 Bed House in Dhankuta Na.Pa., Dhankuta",house,2,4,15246,7/23/2025,FALSE,"Dhankuta Na.Pa., Dhankuta"
"Modern Room in Lokhanthali, Bhaktapur",room,1,1,5174,8/3/2025,FALSE,"Lokhanthali, Bhaktapur"
"Spacious 2 Bed Apartment in Chandani Marg, Biratnagar",apartment,2,3,13788,7/11/2025,TRUE,"Chandani Marg, Biratnagar"
"Elegant 2 Bed House in Myanglung, Tehrathum",house,2,1,15294,7/20/2025,TRUE,"Myanglung, Tehrathum"
"Modern 3 Bed Apartment in Bhoteodar, Lamjung",apartment,3,1,10744,9/23/2025,FALSE,"Bhoteodar, Lamjung"
"Modern Room in Bhagabatibari, Kathmandu",room,1,1,9986,7/30/2025,TRUE,"Bhagabatibari, Kathmandu"
"Spacious 3 Bed Apartment in Kamal Pokhari, Kathmandu",apartment,3,2,13130,9/14/2025,TRUE,"Kamal Pokhari, Kathmandu"
"Charming 3 Bed House in Siphal, Kathmandu",house,3,2,20389,9/22/2025,FALSE,"Siphal, Kathmandu"
"Elegant 3 Bed House in Darshing, Dahathum VDC-9, Syangja",house,3,3,20831,9/6/2025,FALSE,"Darshing, Dahathum VDC-9, Syangja"
"Bright 2 Bed Apartment in Uttar Dhoka, Kathmandu",apartment,2,3,13969,8/9/2025,FALSE,"Uttar Dhoka, Kathmandu"
"Elegant 3 Bed Apartment in Milkajung-7, Morang",apartment,3,2,12525,7/28/2025,FALSE,"Milkajung-7, Morang"
"Charming Room in Kaagate, Dhankuta",room,1,1,5328,7/13/2025,TRUE,"Kaagate, Dhankuta"
"Spacious 2 Bed House in Bode Barsain, Saptari",house,2,1,21488,8/27/2025,TRUE,"Bode Barsain, Saptari"
"Spacious 3 Bed House in Naya Bazar, Out of Ringroad, Kathmandu",house,3,2,22461,9/20/2025,TRUE,"Naya Bazar, Out of Ringroad, Kathmandu"
"Elegant 3 Bed House in Mahendra Nagar, Sunsari",house,3,2,18027,8/23/2025,TRUE,"Mahendra Nagar, Sunsari"
"Elegant 2 Bed House in Baudhha, Kathmandu",house,2,1,21567,7/22/2025,TRUE,"Baudhha, Kathmandu"
"Charming 2 Bed House in Chailahi, Lamahi, Dang",house,2,3,16278,7/22/2025,FALSE,"Chailahi, Lamahi, Dang"
"Elegant 2 Bed Apartment in Samundratar 2, Nuwakot",apartment,2,1,14708,7/23/2025,TRUE,"Samundratar 2, Nuwakot"
"Cozy Room in Chabhil, Kathmandu",room,1,1,6816,9/20/2025,TRUE,"Chabhil, Kathmandu"
"Modern 2 Bed Apartment in Baudhha, Kathmandu",apartment,2,1,13123,9/9/2025,TRUE,"Baudhha, Kathmandu"
"Modern Room in Mulakhrali, Baitadi",room,1,1,9545,6/29/2025,TRUE,"Mulakhrali, Baitadi"
"Charming 3 Bed Apartment in Jayanagar-8, Gorusigne, Kapilbastu",apartment,3,3,10590,7/12/2025,TRUE,"Jayanagar-8, Gorusigne, Kapilbastu"
"Bright Room in Banasthali, Dhungedhara, Kathmandu",room,1,1,7361,8/19/2025,FALSE,"Banasthali, Dhungedhara, Kathmandu"
"Cozy Room in Simalchaur, Pokhara",room,1,1,5443,7/9/2025,TRUE,"Simalchaur, Pokhara"
"Charming Room in Pukhulachhi 9, Sankhu, Kathmandu",room,1,1,5804,6/30/2025,TRUE,"Pukhulachhi 9, Sankhu, Kathmandu"
"Elegant Room in Mirchaiya 6, Katari Tole, Siraha",room,1,1,7980,8/2/2025,FALSE,"Mirchaiya 6, Katari Tole, Siraha"
"Charming 2 Bed House in KaMaNaPa 6, Chuchhepati, Kathmandu",house,2,4,22224,7/28/2025,TRUE,"KaMaNaPa 6, Chuchhepati, Kathmandu"
"Bright Room in Narayangopalchowk, Kathmandu",room,1,1,7716,8/30/2025,TRUE,"Narayangopalchowk, Kathmandu"
"Bright 2 Bed House in Dolpa, Dolpa",house,2,2,20523,8/6/2025,TRUE,"Dolpa, Dolpa"
"Cozy 3 Bed Apartment in Satdobato, Lalitpur",apartment,3,1,10063,9/4/2025,TRUE,"Satdobato, Lalitpur"
"Spacious 2 Bed Apartment in Biruwaguthi, Parsa",apartment,2,2,11702,8/25/2025,TRUE,"Biruwaguthi, Parsa"
"Spacious 3 Bed Apartment in Panauti, Kavrepalanchowk",apartment,3,1,12887,7/2/2025,FALSE,"Panauti, Kavrepalanchowk"
"Cozy 3 Bed Apartment in Sunwal, Nawalparasi",apartment,3,1,13591,8/14/2025,FALSE,"Sunwal, Nawalparasi"
"Elegant 2 Bed House in Indrapur, Morang",house,2,3,16816,8/14/2025,TRUE,"Indrapur, Morang"
"Cozy 4 Bed House in Khalanga, Salyan",house,4,3,23792,8/24/2025,FALSE,"Khalanga, Salyan"
"Bright Room in Khudabagar, Rupandehi",room,1,1,8149,8/24/2025,TRUE,"Khudabagar, Rupandehi"
"Bright Room in Amargadhi-5, Dadeldhura",room,1,1,7451,8/12/2025,TRUE,"Amargadhi-5, Dadeldhura"
"Modern 2 Bed Apartment in Ka.Ma.Na.Pa. 13, Kalimati, Kathmandu",apartment,2,1,12181,8/27/2025,TRUE,"Ka.Ma.Na.Pa. 13, Kalimati, Kathmandu"
"Cozy 3 Bed Apartment in Tinkune, Kathmandu",apartment,3,1,13831,7/29/2025,FALSE,"Tinkune, Kathmandu"
"Modern 2 Bed Apartment in Hetauda, Makawanpur",apartment,2,3,14315,9/5/2025,FALSE,"Hetauda, Makawanpur"
"Cozy 3 Bed Apartment in Patechaur, Gorkha",apartment,3,2,12378,8/11/2025,TRUE,"Patechaur, Gorkha"
"Spacious 4 Bed House in Kathmandu Ma.Na.Pa. 6, Bouddha, Kathmandu",house,4,3,16810,7/8/2025,TRUE,"Kathmandu Ma.Na.Pa. 6, Bouddha, Kathmandu"
"Bright Room in Gokarneswor NP-12, Jorpati, Kathmandu",room,1,1,9126,8/8/2025,TRUE,"Gokarneswor NP-12, Jorpati, Kathmandu"
"Cozy 3 Bed Apartment in Chisapani, Khotang",apartment,3,3,13476,7/21/2025,FALSE,"Chisapani, Khotang"
"Cozy 2 Bed Apartment in Pulchowk, Lalitpur",apartment,2,1,12426,8/14/2025,FALSE,"Pulchowk, Lalitpur"
"Elegant Room in Necha, Solukhumbu",room,1,1,5301,7/24/2025,TRUE,"Necha, Solukhumbu"
"Elegant 2 Bed Apartment in Thanapati-7, Nuwakot",apartment,2,2,12357,7/6/2025,FALSE,"Thanapati-7, Nuwakot"
"Charming 2 Bed House in Pokhara NP-13, Bajhapatan, Kaski",house,2,4,16582,6/29/2025,FALSE,"Pokhara NP-13, Bajhapatan, Kaski"
"Cozy 2 Bed House in Goldhap-4, Jhapa",house,2,2,17134,8/6/2025,FALSE,"Goldhap-4, Jhapa"
"Cozy 3 Bed House in Yadukuha, Dhankuta",house,3,1,22499,8/15/2025,TRUE,"Yadukuha, Dhankuta"
"Spacious 2 Bed Apartment in Dillibazar, Kathmandu",apartment,2,1,12621,7/16/2025,FALSE,"Dillibazar, Kathmandu"
"Elegant 3 Bed Apartment in Deurali-1, Palpa",apartment,3,3,11425,8/15/2025,TRUE,"Deurali-1, Palpa"
"Bright 3 Bed Apartment in Banepa-10, Kavrepalanchowk",apartment,3,3,11460,9/4/2025,TRUE,"Banepa-10, Kavrepalanchowk"
"Bright 2 Bed Apartment in Walling, Syangja",apartment,2,3,11141,9/24/2025,TRUE,"Walling, Syangja"
"Bright 3 Bed House in Patihani, Chitwan",house,3,1,15907,8/1/2025,FALSE,"Patihani, Chitwan"
"Charming Room in Ratmate 1, Nuwakot",room,1,1,7188,7/14/2025,TRUE,"Ratmate 1, Nuwakot"
"Elegant Room in Dudharachha, Rupandehi",room,1,1,7937,8/5/2025,TRUE,"Dudharachha, Rupandehi"
"Bright Room in Dharan-2, Sunsari",room,1,1,6357,8/3/2025,FALSE,"Dharan-2, Sunsari"
"Modern 2 Bed Apartment in KaMaNaPa, Kathmandu",apartment,2,2,10606,8/4/2025,TRUE,"KaMaNaPa, Kathmandu"
"Elegant 2 Bed Apartment in Lalitpur Municipality-15, , Lalitpur",apartment,2,3,13298,9/2/2025,FALSE,"Lalitpur Municipality-15, , Lalitpur"
"Modern 3 Bed House in Tripureshwor, Kathmandu",house,3,4,18580,7/30/2025,TRUE,"Tripureshwor, Kathmandu"
"Modern Room in Battisputali, Kathmandu",room,1,1,7522,6/27/2025,TRUE,"Battisputali, Kathmandu"
"Cozy 2 Bed House in Baireni, Dhading",house,2,1,15044,7/25/2025,TRUE,"Baireni, Dhading"
"Modern 2 Bed House in Barhathwa 4, Sarlahi",house,2,4,18068,6/27/2025,TRUE,"Barhathwa 4, Sarlahi"
"Modern 3 Bed Apartment in Budhabare, Jhapa",apartment,3,2,11314,8/6/2025,TRUE,"Budhabare, Jhapa"
"Modern 4 Bed House in Hattisar, Kamaladi, Kathmandu",house,4,2,17093,7/18/2025,FALSE,"Hattisar, Kamaladi, Kathmandu"
"Modern 4 Bed House in Bagdula, Pyuthan",house,4,4,23185,9/2/2025,FALSE,"Bagdula, Pyuthan"
"Cozy 3 Bed Apartment in Mahadevsthan-3, Kavrepalanchowk",apartment,3,1,10244,7/31/2025,TRUE,"Mahadevsthan-3, Kavrepalanchowk"
"Bright Room in Thalara, Bajhang",room,1,1,8306,7/29/2025,TRUE,"Thalara, Bajhang"
"Elegant 2 Bed Apartment in Deudhakala, Bardiya",apartment,2,3,10912,7/5/2025,FALSE,"Deudhakala, Bardiya"
"Charming 3 Bed Apartment in Parbatipur, Chitwan",apartment,3,2,12286,7/8/2025,FALSE,"Parbatipur, Chitwan"
"Cozy 2 Bed Apartment in Aabukhairani-6, Tanahu",apartment,2,3,12524,7/21/2025,FALSE,"Aabukhairani-6, Tanahu"
"Modern Room in Kathmandu, Kathmandu",room,1,1,9242,8/20/2025,FALSE,"Kathmandu, Kathmandu"
"Bright 4 Bed House in Gokarneswor NP-12, Jorpati, Kathmandu",house,4,4,19509,9/11/2025,TRUE,"Gokarneswor NP-12, Jorpati, Kathmandu"
"Modern 3 Bed House in Mechinagar -10, Jhapa",house,3,1,20126,8/21/2025,TRUE,"Mechinagar -10, Jhapa"
"Elegant 3 Bed Apartment in Pathari, Morang",apartment,3,3,11619,9/5/2025,FALSE,"Pathari, Morang"
"Charming Room in Gaurigunj, Jhapa",room,1,1,7978,9/21/2025,TRUE,"Gaurigunj, Jhapa"
